fname,colid,fsid,from_alpha,to_alpha
6869358_0_1379459120563510331.csv,1,3,0.00800,0.17300
6869358_0_1379459120563510331.csv,1,4,0.13400,0.40900
6869358_0_1379459120563510331.csv,1,5,0.23100,0.54100
55238374_0_3379409961751009152.csv,0,1,0.00100,0.08300
55238374_0_3379409961751009152.csv,0,2,0.00100,0.15300
55238374_0_3379409961751009152.csv,0,3,0.00200,0.70000
55238374_0_3379409961751009152.csv,0,4,0.05700,0.69600
55238374_0_3379409961751009152.csv,0,5,0.10600,0.69100
61121469_0_6337620713408906340.csv,0,1,0.00100,0.04600
61121469_0_6337620713408906340.csv,0,2,0.00100,0.08800
61121469_0_6337620713408906340.csv,0,3,0.00200,0.58700
61121469_0_6337620713408906340.csv,0,4,0.07300,0.67400
61121469_0_6337620713408906340.csv,0,5,0.13400,0.66900
41194422_0_7231546114369966811.csv,1,1,0.00100,0.09300
41194422_0_7231546114369966811.csv,1,2,0.00100,0.17000
41194422_0_7231546114369966811.csv,1,3,0.00200,0.71500
41194422_0_7231546114369966811.csv,1,4,0.06400,0.71000
41194422_0_7231546114369966811.csv,1,5,0.11800,0.70600
10630177_0_4831842476649004753.csv,2,1,0.00100,0.47600
10630177_0_4831842476649004753.csv,2,2,0.00100,0.64300
10630177_0_4831842476649004753.csv,2,3,0.01300,0.91900
10630177_0_4831842476649004753.csv,2,4,0.13100,0.92500
10630177_0_4831842476649004753.csv,2,5,0.22400,0.92000
67865873_0_8259587610208037357.csv,1,1,0.00100,0.06700
67865873_0_8259587610208037357.csv,1,2,0.00100,0.12700
67865873_0_8259587610208037357.csv,1,3,0.00200,0.68000
67865873_0_8259587610208037357.csv,1,4,0.06600,0.69400
67865873_0_8259587610208037357.csv,1,5,0.12200,0.69000
51741865_0_9203644246202164492.csv,1,1,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,2,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,3,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,4,-1.00000,-1.00000
51741865_0_9203644246202164492.csv,1,5,-1.00000,-1.00000
20135078_0_7570343137119682530.csv,1,1,0.00100,0.00500
20135078_0_7570343137119682530.csv,1,2,0.00100,0.01100
20135078_0_7570343137119682530.csv,1,3,0.04400,0.15900
20135078_0_7570343137119682530.csv,1,4,0.35200,0.36200
20135078_0_7570343137119682530.csv,1,5,-1.00000,-1.00000
50245608_0_871275842592178099.csv,0,1,0.00100,0.00800
50245608_0_871275842592178099.csv,0,2,0.00100,0.01700
50245608_0_871275842592178099.csv,0,3,0.03200,0.19500
50245608_0_871275842592178099.csv,0,4,0.28700,0.42000
50245608_0_871275842592178099.csv,0,5,0.43600,0.54600
21337553_0_8832378999628437599.csv,1,1,-1.00000,-1.00000
21337553_0_8832378999628437599.csv,1,2,0.00100,0.00100
21337553_0_8832378999628437599.csv,1,3,0.00300,0.13600
21337553_0_8832378999628437599.csv,1,4,0.05500,0.54100
21337553_0_8832378999628437599.csv,1,5,0.10100,0.68800
1614988_0_8789868670151796042.csv,0,1,0.00100,0.04700
1614988_0_8789868670151796042.csv,0,2,0.00100,0.08900
1614988_0_8789868670151796042.csv,0,3,0.00300,0.33800
1614988_0_8789868670151796042.csv,0,4,0.04900,0.51700
1614988_0_8789868670151796042.csv,0,5,0.09100,0.62000
43469354_0_6029017163991310319.csv,1,1,0.00100,0.00700
43469354_0_6029017163991310319.csv,1,2,0.00100,0.01400
43469354_0_6029017163991310319.csv,1,3,0.00800,0.27500
43469354_0_6029017163991310319.csv,1,4,0.14700,0.61900
43469354_0_6029017163991310319.csv,1,5,0.25200,0.67600
11833461_1_3811022039809817402.csv,0,1,0.00100,0.01700
11833461_1_3811022039809817402.csv,0,2,0.00100,0.03300
11833461_1_3811022039809817402.csv,0,3,0.00200,0.33800
11833461_1_3811022039809817402.csv,0,4,0.02300,0.63800
11833461_1_3811022039809817402.csv,0,5,0.04300,0.75000
38428277_0_1311643810102462607.csv,1,1,0.00100,0.00900
38428277_0_1311643810102462607.csv,1,2,0.00100,0.01800
38428277_0_1311643810102462607.csv,1,3,0.07800,0.20400
38428277_0_1311643810102462607.csv,1,4,-1.00000,-1.00000
38428277_0_1311643810102462607.csv,1,5,-1.00000,-1.00000
54719588_0_8417197176086756912.csv,3,1,0.00100,0.00800
54719588_0_8417197176086756912.csv,3,2,0.00100,0.01600
54719588_0_8417197176086756912.csv,3,3,0.03800,0.18500
54719588_0_8417197176086756912.csv,3,4,0.32100,0.40400
54719588_0_8417197176086756912.csv,3,5,0.47600,0.53000
52208141_2_5171684379987586712.csv,1,1,-1.00000,-1.00000
52208141_2_5171684379987586712.csv,1,2,-1.00000,-1.00000
52208141_2_5171684379987586712.csv,1,3,0.00100,0.13700
52208141_2_5171684379987586712.csv,1,4,0.03100,0.63100
52208141_2_5171684379987586712.csv,1,5,0.05900,0.73700
14311244_0_7604843865524657408.csv,0,1,0.00100,0.00100
14311244_0_7604843865524657408.csv,0,2,0.00100,0.00200
14311244_0_7604843865524657408.csv,0,3,0.00200,0.20200
14311244_0_7604843865524657408.csv,0,4,0.04200,0.65500
14311244_0_7604843865524657408.csv,0,5,0.07900,0.78000
9567241_0_5666388268510912770.csv,1,1,-1.00000,-1.00000
9567241_0_5666388268510912770.csv,1,2,-1.00000,-1.00000
9567241_0_5666388268510912770.csv,1,3,0.00100,0.07400
9567241_0_5666388268510912770.csv,1,4,0.01700,0.55900
9567241_0_5666388268510912770.csv,1,5,0.03200,0.68600
28646774_0_3256889721737611537.csv,0,1,0.00100,0.91300
28646774_0_3256889721737611537.csv,0,2,0.00100,0.91300
28646774_0_3256889721737611537.csv,0,3,0.00100,0.91200
28646774_0_3256889721737611537.csv,0,4,0.00100,0.91100
28646774_0_3256889721737611537.csv,0,5,0.00100,0.90900
16767252_0_2409448375013995751.csv,1,1,0.00100,0.00800
16767252_0_2409448375013995751.csv,1,2,0.00100,0.01700
16767252_0_2409448375013995751.csv,1,3,0.02600,0.19300
16767252_0_2409448375013995751.csv,1,4,0.24200,0.41800
16767252_0_2409448375013995751.csv,1,5,0.37900,0.54400
24417511_0_3058323105166963431.csv,1,1,0.00100,0.01600
24417511_0_3058323105166963431.csv,1,2,0.00100,0.03300
24417511_0_3058323105166963431.csv,1,3,0.00200,0.45100
24417511_0_3058323105166963431.csv,1,4,0.03500,0.67200
24417511_0_3058323105166963431.csv,1,5,0.06500,0.75800
86627271_6_2239821927452848323.csv,0,1,0.00100,0.99900
86627271_6_2239821927452848323.csv,0,2,0.00100,0.99900
86627271_6_2239821927452848323.csv,0,3,0.00100,0.99900
86627271_6_2239821927452848323.csv,0,4,0.00100,0.99900
86627271_6_2239821927452848323.csv,0,5,0.00100,0.99900
53583534_0_503521622577229691.csv,1,1,0.00100,0.10800
53583534_0_503521622577229691.csv,1,2,0.00100,0.19600
53583534_0_503521622577229691.csv,1,3,0.01200,0.87600
53583534_0_503521622577229691.csv,1,4,0.11700,0.96600
53583534_0_503521622577229691.csv,1,5,0.20200,0.97900
57943722_0_8666078014685775876.csv,0,1,0.00100,0.26200
57943722_0_8666078014685775876.csv,0,2,0.00100,0.41500
57943722_0_8666078014685775876.csv,0,3,0.00100,0.82900
57943722_0_8666078014685775876.csv,0,4,0.03200,0.82600
57943722_0_8666078014685775876.csv,0,5,0.06000,0.82300
70404164_0_5498195978476333642.csv,1,1,0.00100,0.00700
70404164_0_5498195978476333642.csv,1,2,0.00100,0.01500
70404164_0_5498195978476333642.csv,1,3,0.01200,0.28700
70404164_0_5498195978476333642.csv,1,4,0.21400,0.61500
70404164_0_5498195978476333642.csv,1,5,0.34800,0.61900
3962429_0_3452614694863053249.csv,1,1,-1.00000,-1.00000
3962429_0_3452614694863053249.csv,1,2,-1.00000,-1.00000
3962429_0_3452614694863053249.csv,1,3,0.00100,0.07800
3962429_0_3452614694863053249.csv,1,4,0.00100,0.50300
3962429_0_3452614694863053249.csv,1,5,0.00100,0.66000
29414811_12_251152470253168163.csv,1,1,0.00100,0.01500
29414811_12_251152470253168163.csv,1,2,0.00100,0.03000
29414811_12_251152470253168163.csv,1,3,0.00100,0.31800
29414811_12_251152470253168163.csv,1,4,0.01300,0.61600
29414811_12_251152470253168163.csv,1,5,0.02400,0.73300
96203994_0_2127964719640427252.csv,0,1,0.00100,0.02200
96203994_0_2127964719640427252.csv,0,2,0.00100,0.04300
96203994_0_2127964719640427252.csv,0,3,0.01200,0.48900
96203994_0_2127964719640427252.csv,0,4,0.12400,0.69700
96203994_0_2127964719640427252.csv,0,5,0.21300,0.68000
64499281_8_7181683886563136802.csv,1,1,-1.00000,-1.00000
64499281_8_7181683886563136802.csv,1,2,0.00100,0.00100
64499281_8_7181683886563136802.csv,1,3,0.00100,0.15200
64499281_8_7181683886563136802.csv,1,4,0.02900,0.65800
64499281_8_7181683886563136802.csv,1,5,0.05600,0.75900
57938705_0_8737506792349461963.csv,1,1,0.00100,0.01600
57938705_0_8737506792349461963.csv,1,2,0.00100,0.03100
57938705_0_8737506792349461963.csv,1,3,0.00100,0.32300
57938705_0_8737506792349461963.csv,1,4,0.01000,0.62200
57938705_0_8737506792349461963.csv,1,5,0.02000,0.73700
21333456_2_1886495893795687264.csv,0,1,0.00100,0.07400
21333456_2_1886495893795687264.csv,0,2,0.00100,0.13700
21333456_2_1886495893795687264.csv,0,3,0.00300,0.45300
21333456_2_1886495893795687264.csv,0,4,0.05600,0.62800
21333456_2_1886495893795687264.csv,0,5,0.10300,0.69300
68442591_0_8506821153001360777.csv,0,1,0.00100,0.02500
68442591_0_8506821153001360777.csv,0,2,0.00100,0.04900
68442591_0_8506821153001360777.csv,0,3,0.00100,0.64500
68442591_0_8506821153001360777.csv,0,4,0.00100,0.85800
68442591_0_8506821153001360777.csv,0,5,0.00100,0.90600
45593932_0_6869375743660252130.csv,2,1,0.00100,0.19500
45593932_0_6869375743660252130.csv,2,2,0.00100,0.32500
45593932_0_6869375743660252130.csv,2,3,0.00200,0.71400
45593932_0_6869375743660252130.csv,2,4,0.03600,0.83900
45593932_0_6869375743660252130.csv,2,5,0.06800,0.88800
92896255_0_4593968708343548527.csv,0,1,-1.00000,-1.00000
92896255_0_4593968708343548527.csv,0,2,-1.00000,-1.00000
92896255_0_4593968708343548527.csv,0,3,-1.00000,-1.00000
92896255_0_4593968708343548527.csv,0,4,-1.00000,-1.00000
92896255_0_4593968708343548527.csv,0,5,-1.00000,-1.00000
22864497_0_8632623712684511496.csv,0,1,0.00100,0.00100
22864497_0_8632623712684511496.csv,0,2,0.00100,0.00200
22864497_0_8632623712684511496.csv,0,3,0.00200,0.38200
22864497_0_8632623712684511496.csv,0,4,0.03700,0.68200
22864497_0_8632623712684511496.csv,0,5,0.06900,0.78100
39606331_0_1646213676302448706.csv,0,1,0.00100,0.80200
39606331_0_1646213676302448706.csv,0,2,0.00100,0.80200
39606331_0_1646213676302448706.csv,0,3,0.00100,0.80200
39606331_0_1646213676302448706.csv,0,4,0.00800,0.79800
39606331_0_1646213676302448706.csv,0,5,0.01600,0.79400
28079336_2_2139598421036200532.csv,1,1,0.00100,0.02600
28079336_2_2139598421036200532.csv,1,2,0.00100,0.05000
28079336_2_2139598421036200532.csv,1,3,0.01000,0.52600
28079336_2_2139598421036200532.csv,1,4,0.09700,0.75500
28079336_2_2139598421036200532.csv,1,5,0.17100,0.74000
32812626_0_5428724146873158593.csv,0,1,0.00100,0.01000
32812626_0_5428724146873158593.csv,0,2,0.00100,0.02100
32812626_0_5428724146873158593.csv,0,3,0.00100,0.78900
32812626_0_5428724146873158593.csv,0,4,0.00100,0.86800
32812626_0_5428724146873158593.csv,0,5,0.00100,0.86600
11278409_0_3742771475298785475.csv,1,1,0.00100,0.02300
11278409_0_3742771475298785475.csv,1,2,0.00100,0.04500
11278409_0_3742771475298785475.csv,1,3,0.01100,0.49600
11278409_0_3742771475298785475.csv,1,4,0.11300,0.71200
11278409_0_3742771475298785475.csv,1,5,0.19700,0.69500
28494901_6_7026744149694237309.csv,0,1,0.00100,0.06700
28494901_6_7026744149694237309.csv,0,2,0.00100,0.12500
28494901_6_7026744149694237309.csv,0,3,0.00300,0.42500
28494901_6_7026744149694237309.csv,0,4,0.05100,0.60800
28494901_6_7026744149694237309.csv,0,5,0.09500,0.70200
3917335_0_7791699395300625164.csv,0,1,0.00100,0.08400
3917335_0_7791699395300625164.csv,0,2,0.00100,0.15500
3917335_0_7791699395300625164.csv,0,3,0.00200,0.72300
3917335_0_7791699395300625164.csv,0,4,0.06400,0.71900
3917335_0_7791699395300625164.csv,0,5,0.11800,0.71500
24850757_0_5978004733768297283.csv,0,1,0.00100,0.06600
24850757_0_5978004733768297283.csv,0,2,0.00100,0.12400
24850757_0_5978004733768297283.csv,0,3,0.00200,0.67500
24850757_0_5978004733768297283.csv,0,4,0.06500,0.68900
24850757_0_5978004733768297283.csv,0,5,0.12100,0.68500
98458255_0_5873264818593370400.csv,0,1,0.00100,0.64200
98458255_0_5873264818593370400.csv,0,2,0.00100,0.64200
98458255_0_5873264818593370400.csv,0,3,0.00100,0.64200
98458255_0_5873264818593370400.csv,0,4,0.03500,0.63800
98458255_0_5873264818593370400.csv,0,5,0.06700,0.63300
44005578_0_5400481538370055338.csv,0,1,0.00100,0.80200
44005578_0_5400481538370055338.csv,0,2,0.00100,0.80200
44005578_0_5400481538370055338.csv,0,3,0.00100,0.80200
44005578_0_5400481538370055338.csv,0,4,0.00800,0.79800
44005578_0_5400481538370055338.csv,0,5,0.01600,0.79400
28154036_0_909001972154294543.csv,0,1,-1.00000,-1.00000
28154036_0_909001972154294543.csv,0,2,-1.00000,-1.00000
28154036_0_909001972154294543.csv,0,3,-1.00000,-1.00000
28154036_0_909001972154294543.csv,0,4,-1.00000,-1.00000
28154036_0_909001972154294543.csv,0,5,-1.00000,-1.00000
4730513_0_8573199053866072336.csv,1,1,0.00100,0.06800
4730513_0_8573199053866072336.csv,1,2,0.00100,0.12700
4730513_0_8573199053866072336.csv,1,3,0.00300,0.43100
4730513_0_8573199053866072336.csv,1,4,0.05400,0.61400
4730513_0_8573199053866072336.csv,1,5,0.10100,0.70800
49801939_0_6964113429298874283.csv,0,1,0.00100,0.00100
49801939_0_6964113429298874283.csv,0,2,0.00100,0.00200
49801939_0_6964113429298874283.csv,0,3,0.00200,0.20200
49801939_0_6964113429298874283.csv,0,4,0.04200,0.65500
49801939_0_6964113429298874283.csv,0,5,0.07900,0.78000
62564020_0_3836030043284699244.csv,0,1,0.00100,0.05500
62564020_0_3836030043284699244.csv,0,2,0.00200,0.10500
62564020_0_3836030043284699244.csv,0,3,0.06400,0.63900
62564020_0_3836030043284699244.csv,0,4,0.27200,0.62500
62564020_0_3836030043284699244.csv,0,5,0.40500,0.58500
9834884_0_3871985887467090123.csv,1,1,-1.00000,-1.00000
9834884_0_3871985887467090123.csv,1,2,-1.00000,-1.00000
9834884_0_3871985887467090123.csv,1,3,0.00100,0.13200
9834884_0_3871985887467090123.csv,1,4,0.02300,0.62100
9834884_0_3871985887467090123.csv,1,5,0.04400,0.75800
34899692_0_6530393048033763438.csv,0,1,0.00100,0.08000
34899692_0_6530393048033763438.csv,0,2,0.00100,0.14900
34899692_0_6530393048033763438.csv,0,3,0.00200,0.71800
34899692_0_6530393048033763438.csv,0,4,0.06100,0.71400
34899692_0_6530393048033763438.csv,0,5,0.11300,0.71000
49087820_0_461228320225084868.csv,0,1,0.00100,0.04000
49087820_0_461228320225084868.csv,0,2,0.00100,0.07800
49087820_0_461228320225084868.csv,0,3,0.00200,0.55500
49087820_0_461228320225084868.csv,0,4,0.05300,0.73700
49087820_0_461228320225084868.csv,0,5,0.09900,0.73200
33242247_1_7232384061498591611.csv,0,1,-1.00000,-1.00000
33242247_1_7232384061498591611.csv,0,2,-1.00000,-1.00000
33242247_1_7232384061498591611.csv,0,3,-1.00000,-1.00000
33242247_1_7232384061498591611.csv,0,4,-1.00000,-1.00000
33242247_1_7232384061498591611.csv,0,5,-1.00000,-1.00000
10151359_0_8168779773862259178.csv,0,1,0.00100,0.00500
10151359_0_8168779773862259178.csv,0,2,0.00100,0.01000
10151359_0_8168779773862259178.csv,0,3,0.00500,0.20300
10151359_0_8168779773862259178.csv,0,4,0.09700,0.45800
10151359_0_8168779773862259178.csv,0,5,0.17400,0.58900
36039980_4_4283009829602711082.csv,1,1,0.00100,0.06600
36039980_4_4283009829602711082.csv,1,2,0.00100,0.12300
36039980_4_4283009829602711082.csv,1,3,0.00400,0.47700
36039980_4_4283009829602711082.csv,1,4,0.07300,0.68400
36039980_4_4283009829602711082.csv,1,5,0.13300,0.77300
9206866_1_8114610355671172497.csv,0,1,0.00100,0.07900
9206866_1_8114610355671172497.csv,0,2,0.00100,0.14700
9206866_1_8114610355671172497.csv,0,3,0.00200,0.71200
9206866_1_8114610355671172497.csv,0,4,0.06200,0.70700
9206866_1_8114610355671172497.csv,0,5,0.11500,0.70300
54112392_0_160015365721559357.csv,0,1,0.00100,0.04300
54112392_0_160015365721559357.csv,0,2,0.00100,0.08300
54112392_0_160015365721559357.csv,0,3,0.00500,0.37200
54112392_0_160015365721559357.csv,0,4,0.09800,0.58700
54112392_0_160015365721559357.csv,0,5,0.17600,0.69200
28036255_0_5705563063166785494.csv,0,1,0.00100,0.01600
28036255_0_5705563063166785494.csv,0,2,0.00100,0.03300
28036255_0_5705563063166785494.csv,0,3,0.00200,0.74700
28036255_0_5705563063166785494.csv,0,4,0.04700,0.94200
28036255_0_5705563063166785494.csv,0,5,0.08700,0.94000
61069974_0_1894536874590565102.csv,0,1,0.00100,0.05400
61069974_0_1894536874590565102.csv,0,2,0.00100,0.10300
61069974_0_1894536874590565102.csv,0,3,0.00200,0.62800
61069974_0_1894536874590565102.csv,0,4,0.06800,0.65700
61069974_0_1894536874590565102.csv,0,5,0.12600,0.65200
25933880_0_4058554985574416690.csv,0,1,0.00100,0.01300
25933880_0_4058554985574416690.csv,0,2,0.00100,0.02700
25933880_0_4058554985574416690.csv,0,3,0.00100,0.40500
25933880_0_4058554985574416690.csv,0,4,0.02100,0.68400
25933880_0_4058554985574416690.csv,0,5,0.04000,0.72900
51130304_0_3035822254995425429.csv,0,1,-1.00000,-1.00000
51130304_0_3035822254995425429.csv,0,2,-1.00000,-1.00000
51130304_0_3035822254995425429.csv,0,3,0.00200,0.00400
51130304_0_3035822254995425429.csv,0,4,0.06600,0.10700
51130304_0_3035822254995425429.csv,0,5,0.12300,0.19100
39173938_0_7916056990138658530.csv,1,1,0.00100,0.00600
39173938_0_7916056990138658530.csv,1,2,0.00100,0.01300
39173938_0_7916056990138658530.csv,1,3,0.04100,0.15800
39173938_0_7916056990138658530.csv,1,4,0.33300,0.36000
39173938_0_7916056990138658530.csv,1,5,-1.00000,-1.00000
70883081_0_5357790421435123524.csv,0,1,0.00100,0.02700
70883081_0_5357790421435123524.csv,0,2,0.00100,0.05300
70883081_0_5357790421435123524.csv,0,3,0.00100,0.56900
70883081_0_5357790421435123524.csv,0,4,0.00100,0.85200
70883081_0_5357790421435123524.csv,0,5,0.00100,0.91100
74491133_0_7177831100884797849.csv,0,1,0.00100,0.07000
74491133_0_7177831100884797849.csv,0,2,0.00100,0.13000
74491133_0_7177831100884797849.csv,0,3,0.00200,0.68700
74491133_0_7177831100884797849.csv,0,4,0.06100,0.70300
74491133_0_7177831100884797849.csv,0,5,0.11400,0.69800
66329615_0_3585856495110277641.csv,1,1,0.00100,0.01800
66329615_0_3585856495110277641.csv,1,2,0.00100,0.03600
66329615_0_3585856495110277641.csv,1,3,0.00200,0.35800
66329615_0_3585856495110277641.csv,1,4,0.04700,0.65800
66329615_0_3585856495110277641.csv,1,5,0.08800,0.68200
64092785_0_4696367782987533337.csv,0,1,0.00100,0.05600
64092785_0_4696367782987533337.csv,0,2,0.00100,0.10600
64092785_0_4696367782987533337.csv,0,3,0.00700,0.71200
64092785_0_4696367782987533337.csv,0,4,0.06200,0.87900
64092785_0_4696367782987533337.csv,0,5,0.11200,0.87000
63389809_0_8179819543692215824.csv,0,1,0.00100,0.02200
63389809_0_8179819543692215824.csv,0,2,0.00100,0.04400
63389809_0_8179819543692215824.csv,0,3,0.01200,0.49300
63389809_0_8179819543692215824.csv,0,4,0.12200,0.67500
63389809_0_8179819543692215824.csv,0,5,0.21100,0.65700
68779923_5_2067037721454758189.csv,0,1,0.00100,0.06800
68779923_5_2067037721454758189.csv,0,2,0.00100,0.12800
68779923_5_2067037721454758189.csv,0,3,0.00200,0.68200
68779923_5_2067037721454758189.csv,0,4,0.03900,0.79200
68779923_5_2067037721454758189.csv,0,5,0.07400,0.78900
29857217_0_961038783966485949.csv,0,1,-1.00000,-1.00000
29857217_0_961038783966485949.csv,0,2,-1.00000,-1.00000
29857217_0_961038783966485949.csv,0,3,0.00100,0.01600
29857217_0_961038783966485949.csv,0,4,0.01800,0.21000
29857217_0_961038783966485949.csv,0,5,0.03500,0.34000
66009064_0_9148652238372261251.csv,0,1,0.00100,0.00900
66009064_0_9148652238372261251.csv,0,2,0.00100,0.01700
66009064_0_9148652238372261251.csv,0,3,0.00200,0.30400
66009064_0_9148652238372261251.csv,0,4,0.04100,0.61100
66009064_0_9148652238372261251.csv,0,5,0.07600,0.70600
29414811_6_8221428333921653560.csv,1,1,0.00100,0.00900
29414811_6_8221428333921653560.csv,1,2,0.00100,0.01900
29414811_6_8221428333921653560.csv,1,3,0.00100,0.22300
29414811_6_8221428333921653560.csv,1,4,0.00100,0.49700
29414811_6_8221428333921653560.csv,1,5,0.00100,0.62800
60319454_0_3938426910282115527.csv,0,1,0.00200,0.03300
60319454_0_3938426910282115527.csv,0,2,0.00300,0.06500
60319454_0_3938426910282115527.csv,0,3,0.09400,0.51300
60319454_0_3938426910282115527.csv,0,4,0.35400,0.64200
60319454_0_3938426910282115527.csv,0,5,0.49800,0.60200
99070098_0_2074872741302696997.csv,1,1,0.00100,0.44500
99070098_0_2074872741302696997.csv,1,2,0.00100,0.61500
99070098_0_2074872741302696997.csv,1,3,0.00300,0.89000
99070098_0_2074872741302696997.csv,1,4,0.06100,0.88700
99070098_0_2074872741302696997.csv,1,5,0.11200,0.88400
21245481_0_8730460088443117515.csv,1,1,0.00100,0.00100
21245481_0_8730460088443117515.csv,1,2,0.00100,0.00300
21245481_0_8730460088443117515.csv,1,3,0.00200,0.34500
21245481_0_8730460088443117515.csv,1,4,0.04400,0.76200
21245481_0_8730460088443117515.csv,1,5,0.08300,0.83500
18422942_0_3659164506677528063.csv,0,1,-1.00000,-1.00000
18422942_0_3659164506677528063.csv,0,2,-1.00000,-1.00000
18422942_0_3659164506677528063.csv,0,3,-1.00000,-1.00000
18422942_0_3659164506677528063.csv,0,4,-1.00000,-1.00000
18422942_0_3659164506677528063.csv,0,5,-1.00000,-1.00000
13357355_0_5384862281417742530.csv,0,1,-1.00000,-1.00000
13357355_0_5384862281417742530.csv,0,2,-1.00000,-1.00000
13357355_0_5384862281417742530.csv,0,3,-1.00000,-1.00000
13357355_0_5384862281417742530.csv,0,4,-1.00000,-1.00000
13357355_0_5384862281417742530.csv,0,5,-1.00000,-1.00000
28079336_1_3124145965038277571.csv,1,1,0.00100,0.01400
28079336_1_3124145965038277571.csv,1,2,0.00100,0.02700
28079336_1_3124145965038277571.csv,1,3,0.01100,0.37300
28079336_1_3124145965038277571.csv,1,4,0.10700,0.67800
28079336_1_3124145965038277571.csv,1,5,0.18500,0.68500
16949304_0_2573050770332101882.csv,0,1,0.00100,0.99900
16949304_0_2573050770332101882.csv,0,2,0.00100,0.99900
16949304_0_2573050770332101882.csv,0,3,0.00100,0.99900
16949304_0_2573050770332101882.csv,0,4,0.00100,0.99900
16949304_0_2573050770332101882.csv,0,5,0.00100,0.99900
56224555_0_3713922722778385817.csv,1,1,0.00100,0.02100
56224555_0_3713922722778385817.csv,1,2,0.00100,0.04200
56224555_0_3713922722778385817.csv,1,3,0.01100,0.48200
56224555_0_3713922722778385817.csv,1,4,0.10600,0.76700
56224555_0_3713922722778385817.csv,1,5,0.18500,0.83100
